Business Name,Category,City,Address,Phone,Website,Google Maps Link,Rating,Reviews,Website Status,Lead Quality,Reason
"Dr. Walia's Skin, Laser & Hair Transplant Clinic",Skin clinic,Mohali,"HM-127, Mohali Stadium Rd, Phase 3B-1, Sector 60, Sahibzada Ajit Singh Nagar, Punjab 160055, India",092572 21456,https://drwalias.com/,https://maps.google.com/?cid=10060937943123117930,4.4,666,Yes,Low Priority,Already has website
Ziva Skin Clinic,Skin clinic,Mohali,"House no 142, near sports complex, Sector 78, Sahibzada Ajit Singh Nagar, Punjab 140308, India",070870 00365,http://zivaskinclinic.com/,https://maps.google.com/?cid=15262410605611281406,4.7,261,Yes,Low Priority,Already has website
Derma Clinique,Hair clinic,Mohali,"H .No, 246, Sector 80, Sahibzada Ajit Singh Nagar, Punjab 140308, India",075268 25396,https://dermaclinique.in/,https://maps.google.com/?cid=1819654209253445661,4.9,523,Yes,Low Priority,Already has website
Recover Roots Hair & Skin Clinic,Hair clinic,Mohali,"central point, Sco.278, Sector 118, Tdi city, Sahibzada Ajit Singh Nagar, Punjab 160055, India",081949 60800,https://recoverrootsclinic.com/,https://maps.google.com/?cid=14482962611855915204,4.9,66,Yes,Low Priority,Already has website
"Dr. Walia's Skin, Laser & Hair Transplant Clinic",Hair clinic,Mohali,"HM-127, Mohali Stadium Rd, Phase 3B-1, Sector 60, Sahibzada Ajit Singh Nagar, Punjab 160055, India",092572 21456,https://drwalias.com/,https://maps.google.com/?cid=10060937943123117930,4.4,666,Yes,Low Priority,Already has website
"Dr. Ramandeep Kaur | Dermatologist & Aesthetic Physician | Best Skin, Hair , Laser, Surgery Clinic | Chandigarh | Mohali",Hair clinic,Mohali,"FIRST FLOOR, Phase 10, SCF-18, Phase 10, Sector 64, Sahibzada Ajit Singh Nagar, Punjab 160062, India",079863 18198,https://drbhinderclinic.com/,https://maps.google.com/?cid=7308297198695858030,5,454,Yes,Low Priority,Already has website
Renew You,Hair clinic,Mohali,"HM 556, 1s Floor, Phase 7, Sector 61, Sahibzada Ajit Singh Nagar, Punjab 160062, India",094969 69627,http://www.renewyou.co.in/,https://maps.google.com/?cid=14287997755945584041,4.8,318,Yes,Low Priority,Already has website
𝗗𝗿 𝗦𝗮𝗸𝘂𝗻 𝗡𝗲𝘂𝗿𝗼 𝗢𝗿𝘁𝗵𝗼 𝗣𝗵𝘆𝘀𝗶𝗼 𝗖𝗮𝗿𝗲,Physiotherapist,Mohali,"House no, HL 604, Phase 9, sector 63, Chandigarh, Sahibzada Ajit Singh Nagar, Punjab 160062, India",099887 50480,https://drsakunneuroorthophysiocare.com/,https://maps.google.com/?cid=2242070838252543800,4.8,964,Yes,Low Priority,Already has website
𝗦𝘂𝗸𝗵𝗶𝗷𝗮 𝗣𝗵𝘆𝘀𝗶𝗼𝘁𝗵𝗲𝗿𝗮𝗽𝘆 & 𝗠𝗮𝗻𝗶𝗽𝘂𝗹𝗮𝘁𝗶𝗼𝗻 𝗖𝗹𝗶𝗻𝗶𝗰,Physiotherapist,Mohali,"SCF. 33, Basement, Phase 10, Mohali, Phase 10, Sector 64, Sahibzada Ajit Singh Nagar, Punjab 160062, India",096468 06486,https://sukhijaphysio.com/,https://maps.google.com/?cid=5891376330794947680,4.8,545,Yes,Low Priority,Already has website
Brar's Physio Care,Physiotherapist,Mohali,"HM 8, Phase 3B-1, Sector 60, Sahibzada Ajit Singh Nagar, Punjab 160059, India",099882 03714,https://brarphysiocare.com/,https://maps.google.com/?cid=4824188440242593377,4.9,311,Yes,Low Priority,Already has website
Mohali Physiotherapy Centre,Physiotherapist,Mohali,"House Number 685, Sector 80, Sahibzada Ajit Singh Nagar, Punjab 140308, India",098889 99190,,https://maps.google.com/?cid=16294469070879299842,5,73,No,Top Priority,"No website, high reviews"
Dr. Anand Garg Physiotherapy and Rehabilitation center (Home Visits Only),Physiotherapist,Mohali,"House Number 524 Phase, 3a, Phase 3 A, Sector 53, Sahibzada Ajit Singh Nagar, Punjab 160059, India",098762 48619,,https://maps.google.com/?cid=17007527403780503879,5,785,No,Top Priority,"No website, high reviews"
MOHALI DIAGNOSTIC CENTRE,Diagnostic lab,Mohali,"SCO - 678, Sector 70, Sahibzada Ajit Singh Nagar, Punjab 160071, India",081466 11106,,https://maps.google.com/?cid=9073634317086504886,4.9,927,No,Top Priority,"No website, high reviews"
Chandigarh Diagnostic Laboratories,Diagnostic lab,Mohali,"S.C.F. 14, 1st,2nd & 3rd Floor, opposite चावला नर्सिंग होम, Phase 7, Sector 61, Sahibzada Ajit Singh Nagar, Punjab 160062, India",0172 505 3866,http://cdllabs.in/,https://maps.google.com/?cid=6951842978947183623,4.4,539,Yes,Low Priority,Already has website
"Helix Path Labs (NABL Accredited Lab, Now Open 24x7)",Diagnostic lab,Mohali,"SCF 82, FIRST FLOOR, PHASE 5, Phase 5, Sector 59, Sahibzada Ajit Singh Nagar, Punjab 160059, India",0172 401 2861,https://helix-pathlabs.com/,https://maps.google.com/?cid=734545406102609527,4.3,115,Yes,Low Priority,Already has website
Sri Guru Har Rai Sahib Diagnostic center Phase-7 sec-61 Mohali,Diagnostic lab,Mohali,"Gurdwara Bibi Bhani Ji, Phase 7, Sector 61, Sahibzada Ajit Singh Nagar, Punjab 160062, India",090418 62691,https://sghrsdc22.com/,https://maps.google.com/?cid=270059613096019463,4.9,302,Yes,Low Priority,Already has website
"JP Eye Hospital, a unit of Dr Agarwals Eye Hospital",Eye clinic,Mohali,"Mohali Stadium Rd, Phase 7, & 35, Sector 61, Sahibzada Ajit Singh Nagar, Punjab 160062, India",095949 24435,https://www.dragarwal.com/eye-hospital/sector-61-mohali/?utm_source=locator&utm_medium=googleplaces,https://maps.google.com/?cid=15978390251032659710,4.7,1124,Yes,Low Priority,Already has website
Sangam Netralaya,Eye clinic,Mohali,"SCO 669, Sector 70, Chandigarh, Sahibzada Ajit Singh Nagar, Punjab 160071, India",087250 66977,http://www.sangamnetralaya.com/,https://maps.google.com/?cid=13767780556572187055,4.8,834,Yes,Low Priority,Already has website
SRI GURU HAR RAI SAHIB Eye hospital,Eye clinic,Mohali,"Mohali 7 Phase, bibi bhani, gurdwara sahib, Sahibzada Ajit Singh Nagar, Punjab 160062, India",097797 02691,https://sriguruharraisahabeyehospital.blogspot.com/,https://maps.google.com/?cid=4079514740214495879,4.9,550,Yes,Low Priority,Already has website
Tricity Eye Hospital,Eye clinic,Mohali,"SCO 48, Sector-125, New Sunny Enclave, Mohali, Chandigarh Kharar Road, Behind KFC / Gopals, Katani Vashno Dhaba, Sector 125, Sunny Enclave, Kharar, Punjab 140301, India",089682 48767,https://tricityeyehospital.com/,https://maps.google.com/?cid=3199502605751384390,4.7,73,Yes,Low Priority,Already has website
Dr. Gagandeep Singh Sachdeva,Orthopedic clinic,Mohali,"Ground Floor, Sohana, Sector 77, S.A.S Nagar Mohali, Akal Ashram Colony, Sector 77, Chandigarh, Sahibzada Ajit Singh Nagar, Punjab 140308, India",098140 98250,https://www.sghshospitals.com/knee_replacement,https://maps.google.com/?cid=423370533626682989,4.9,1788,Yes,Low Priority,Already has website
Dr. Manuj Wadhwa,Orthopedic clinic,Mohali,"Livasa Hospital, 3376, Sector 71, Sahibzada Ajit Singh Nagar, Punjab 160071, India",086996 86996,https://www.eliteorthoindia.com/,https://maps.google.com/?cid=1786147786631208098,4.8,1173,Yes,Low Priority,Already has website
"Dr Jagandeep S. Virk - Ortho Doctor, Bone Cancer & Bone Tumour Specialist, Joint Replacement Surgeon, Mohali, Punjab, India",Orthopedic clinic,Mohali,"H.M 128, Phase 3B-1, Sector 60, Sahibzada Ajit Singh Nagar, Punjab 160059, India",098888 84149,http://bonecancerspecialist.com/,https://maps.google.com/?cid=10214626582406246600,4.9,124,Yes,Low Priority,Already has website
Dr. Vivek Kochar at Healthclique Mohali | Best Orthopedic Doctor in Mohali,Orthopedic clinic,Mohali,"SCF 26, Phase 11, Sector 65, Sahibzada Ajit Singh Nagar, Punjab 160062, India",099144 25678,https://www.drvivekkochar.com/,https://maps.google.com/?cid=3764214058068367103,4.9,278,Yes,Low Priority,Already has website
Dr. Gurpreet Bone and Joint Clinic,Orthopedic clinic,Mohali,"2, Phase 11, Sector 65, Sahibzada Ajit Singh Nagar, Punjab 140301, India",094172 24960,,https://maps.google.com/?cid=11163557942362976827,5,724,No,Top Priority,"No website, high reviews"
Dr. Ekawali Gupta,Gynecologist,Mohali,"MOTHERHOOD HOSPITAL, Cosmo MSH building, Sector 62, Sahibzada Ajit Singh Nagar, Punjab 160062, India",098157 46071,https://www.drekawaligupta.com/,https://maps.google.com/?cid=14180499298354133230,4.9,553,Yes,Low Priority,Already has website
Dr. Sunaina Bansal - Best Gynecologist in Mohali,Gynecologist,Mohali,"284, H.I.G Block, Sector 71, Sahibzada Ajit Singh Nagar, Punjab 160071, India",098888 32832,https://dr-sunaina-bansal-best.grexa.site/,https://maps.google.com/?cid=2624405574819269194,4.9,324,Yes,Low Priority,Already has website
"Dr Ruchi Bansal, Best Gynaecologist In Mohali, Gynecologist, Pregnancy/Infertility Specialist, Fibroid/Lady Doctor In Mohali",Gynecologist,Mohali,"SCF 46, First floor, Phase 10, Sector 64, Sahibzada Ajit Singh Nagar, Punjab 160062, India",070092 39717,https://drruchibansal.wixsite.com/india,https://maps.google.com/?cid=9999444854641511156,4.9,414,Yes,Low Priority,Already has website
Dr. Swapna Misra,Gynecologist,Mohali,"Fortis Hospital Mohali - Best Hospital in Mohali, Sector 62, Sahibzada Ajit Singh Nagar, Punjab 160062, India",098153 35589,https://www.instagram.com/drswapnamisra/,https://maps.google.com/?cid=13836888746332857113,4.8,421,Yes,Low Priority,Already has website
